               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 106,             0.04001,            0.024734,            0.010191,             0.47099,             0.59617,             0.53089,             0.30987,             0.03476,            0.014936,            0.007834,           0.0069948,           0.0069948,           0.0069948
                 107,            0.040086,            0.024612,            0.010238,             0.47516,             0.59311,             0.53106,             0.31024,            0.034729,            0.014916,           0.0078269,            0.006946,            0.006946,            0.006946
                 108,            0.040064,            0.024768,            0.010359,             0.47751,             0.59053,             0.53124,             0.31047,            0.034721,            0.014912,           0.0078126,           0.0068971,           0.0068971,           0.0068971
                 109,            0.040072,            0.024673,            0.010322,              0.4824,             0.58665,             0.53152,             0.31065,            0.034709,            0.014902,           0.0078093,            0.006848,            0.006848,            0.006848
                 110,            0.039947,            0.024538,            0.010103,             0.48743,             0.58231,             0.53172,             0.31082,            0.034697,             0.01489,           0.0078071,           0.0067988,           0.0067988,           0.0067988
                 111,            0.040072,            0.024762,            0.010232,             0.47414,             0.59488,             0.53182,             0.31088,            0.034692,            0.014884,            0.007806,           0.0067495,           0.0067495,           0.0067495
                 112,            0.040035,            0.024865,            0.010153,              0.4836,              0.5865,             0.53206,             0.31113,            0.034687,            0.014881,           0.0078012,           0.0067001,           0.0067001,           0.0067001
                 113,            0.039907,            0.024636,            0.010046,             0.48367,             0.58627,              0.5324,             0.31146,            0.034681,            0.014876,           0.0077936,           0.0066505,           0.0066505,           0.0066505
                 114,             0.03995,            0.024779,            0.010081,             0.48826,             0.58255,             0.53263,             0.31146,            0.034674,            0.014878,           0.0077886,           0.0066009,           0.0066009,           0.0066009
                 115,            0.039977,            0.024702,            0.010148,             0.49457,             0.57767,             0.53301,             0.31133,            0.034672,             0.01488,            0.007787,           0.0065512,           0.0065512,           0.0065512
                 116,             0.03989,            0.024627,            0.010052,             0.49081,             0.58091,             0.53299,             0.31137,            0.034665,             0.01488,           0.0077859,           0.0065013,           0.0065013,           0.0065013
                 117,            0.039859,            0.024763,           0.0099966,             0.49623,             0.57707,             0.53328,             0.31145,            0.034663,            0.014878,           0.0077877,           0.0064514,           0.0064514,           0.0064514
                 118,            0.039865,            0.024553,            0.010138,             0.48529,             0.58809,             0.53333,             0.31167,            0.034656,            0.014871,           0.0077841,           0.0064014,           0.0064014,           0.0064014
