               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.038679,            0.046931,           0.0080257,             0.42791,             0.52522,             0.45656,              0.2742,            0.034253,            0.033481,           0.0078558,           0.0065013,           0.0065013,           0.0065013
                 140,            0.038704,            0.046492,           0.0081186,              0.4258,             0.52797,             0.45665,             0.27433,            0.034249,            0.033478,           0.0078522,           0.0064597,           0.0064597,           0.0064597
                 141,            0.038617,            0.046261,           0.0080375,             0.42221,             0.53231,             0.45659,             0.27429,            0.034245,            0.033479,           0.0078488,           0.0064181,           0.0064181,           0.0064181
                 142,            0.038812,            0.047146,           0.0079826,             0.42353,             0.53153,             0.45672,             0.27433,            0.034241,            0.033472,           0.0078455,           0.0063764,           0.0063764,           0.0063764
                 143,            0.038509,            0.046205,            0.008055,             0.43112,             0.52263,             0.45684,              0.2744,            0.034241,            0.033473,           0.0078457,           0.0063347,           0.0063347,           0.0063347
                 144,             0.03874,            0.046445,            0.007964,             0.42834,             0.52542,             0.45661,             0.27431,            0.034233,            0.033478,           0.0078456,            0.006293,            0.006293,            0.006293
                 145,            0.038549,            0.046159,            0.008013,             0.42639,             0.52884,             0.45678,             0.27455,            0.034226,            0.033471,           0.0078456,           0.0062512,           0.0062512,           0.0062512
                 146,            0.038482,            0.045988,           0.0080305,             0.43735,             0.51709,             0.45694,              0.2746,            0.034222,             0.03346,           0.0078471,           0.0062093,           0.0062093,           0.0062093
                 147,            0.038457,            0.046085,           0.0080703,             0.43581,              0.5184,             0.45701,              0.2745,            0.034214,             0.03346,           0.0078447,           0.0061675,           0.0061675,           0.0061675
                 148,            0.038525,            0.046474,           0.0079544,             0.42633,             0.52829,             0.45723,             0.27499,             0.03421,            0.033463,           0.0078425,           0.0061256,           0.0061256,           0.0061256
                 149,            0.038411,             0.04618,           0.0078947,             0.41692,             0.53873,             0.45719,             0.27498,            0.034207,            0.033465,           0.0078433,           0.0060838,           0.0060838,           0.0060838
                 150,            0.038378,            0.045915,           0.0078641,             0.42208,              0.5324,             0.45732,             0.27497,            0.034201,            0.033464,           0.0078429,           0.0060419,           0.0060419,           0.0060419
                 151,            0.038312,            0.045393,           0.0078946,             0.41017,             0.54708,             0.45741,             0.27498,            0.034194,            0.033465,           0.0078419,               0.006,               0.006,               0.006
                 152,            0.038392,            0.046021,           0.0079038,             0.40989,             0.54711,             0.45754,             0.27512,             0.03419,            0.033468,           0.0078407,           0.0059581,           0.0059581,           0.0059581
                 153,            0.038367,            0.045751,           0.0080081,              0.4244,              0.5296,             0.45759,             0.27519,            0.034184,            0.033462,           0.0078383,           0.0059162,           0.0059162,           0.0059162
                 154,            0.038499,            0.046212,           0.0077795,             0.41835,             0.53569,             0.45763,             0.27532,            0.034183,            0.033463,           0.0078419,           0.0058744,           0.0058744,           0.0058744
